Local Peak Maximum (Comp. extension 1 % Change) : HoraalLocal Peak Maximum (Comp. extension 1 % Change);0,00000;sec
1495,98607;-12,47221;-18984,99578
1496,00207;-12,47233;-18987,58709
1496,03407;-12,47257;-18990,11135
1496,13407;-12,47340;-18987,59454
1496,21207;-12,47406;-18990,23205
1496,23207;-12,47430;-18992,79952
1496,25007;-12,47448;-18995,57263
1496,26407;-12,47460;-18998,17437
1496,27807;-12,47478;-19000,92065
1496,29007;-12,47490;-19003,70568
1496,30407;-12,47502;-19006,28060
1496,33407;-12,47526;-19008,83913
1496,44607;-12,47621;-19006,26421
1496,46407;-12,47633;-19003,72952
1496,48607;-12,47651;-19001,11586
1496,50807;-12,47669;-18998,46047
1496,54207;-12,47693;-18995,78422
1496,57007;-12,47717;-18993,23016
1496,59807;-12,47735;-18990,61799
1496,73207;-12,47849;-18993,28083
1496,75407;-12,47867;-18995,81403
1496,81407;-12,47915;-18998,31891
1496,85607;-12,47950;-19000,88936
1496,88007;-12,47974;-19003,39574
1496,96407;-12,48034;-19000,89234
1497,01207;-12,48070;-18998,35169
1497,14607;-12,48184;-19001,06966
1497,16607;-12,48201;-19003,75932
1497,18407;-12,48213;-19006,33574
1497,20007;-12,48231;-19009,01794
1497,21407;-12,48243;-19011,54369
1497,23807;-12,48261;-19014,18120
1497,27807;-12,48297;-19016,72184
1497,47007;-12,48453;-19019,39809
1497,49407;-12,48477;-19021,93129
1497,51007;-12,48494;-19024,59264
1497,52607;-12,48506;-19027,26293
1497,55007;-12,48536;-19029,92576
1497,56407;-12,48548;-19032,58115
1497,57607;-12,48560;-19035,23505
1497,58807;-12,48572;-19037,74738
1497,60407;-12,48584;-19040,39681
1497,62207;-12,48602;-19043,01494
1497,71407;-12,48674;-19040,38936
1497,73007;-12,48686;-19037,77421
1497,74807;-12,48698;-19035,12776
1497,76207;-12,48710;-19032,39191
1497,77407;-12,48716;-19029,44595
1497,78607;-12,48728;-19026,65645
1497,80007;-12,48734;-19024,02043
1497,82607;-12,48757;-19021,48873
1497,94007;-12,48847;-19024,11580
1497,97807;-12,48877;-19026,67582
1498,02607;-12,48919;-19029,26713
1498,07007;-12,48955;-19031,79288
1498,10607;-12,48985;-19034,36929
1498,22207;-12,49074;-19031,81523
1498,32807;-12,49164;-19034,35290
1498,35807;-12,49188;-19036,86523
1498,38607;-12,49212;-19039,45506
1498,40407;-12,49230;-19042,21177
1498,42607;-12,49248;-19044,83587
1498,44607;-12,49266;-19047,42569
1498,46607;-12,49284;-19049,96932
1498,50007;-12,49314;-19052,57553
1498,53007;-12,49344;-19055,15939
1498,60007;-12,49397;-19052,46228
1498,65207;-12,49439;-19049,94100
1498,79807;-12,49565;-19052,47569
1498,81407;-12,49583;-19055,01783
1498,82807;-12,49595;-19057,52420
1498,84207;-12,49613;-19060,29731
1498,85407;-12,49625;-19062,98250
1498,86607;-12,49636;-19065,74070
1498,87807;-12,49648;-19068,27539
1498,91207;-12,49678;-19070,79071
1498,97607;-12,49726;-19068,27241
1499,00407;-12,49744;-19065,58275
1499,02207;-12,49762;-19063,05850
1499,04407;-12,49780;-19060,52679
1499,07207;-12,49798;-19057,97273
1499,26607;-12,49959;-19060,57745
1499,30807;-12,49995;-19063,11661
1499,50807;-12,50151;-19062,83647
1499,59007;-12,50216;-19065,41288
1499,64407;-12,50264;-19068,10254
1499,66807;-12,50288;-19070,64617
1499,68807;-12,50306;-19073,27771
1499,70407;-12,50318;-19075,94055
1499,71607;-12,50336;-19078,52739
1499,72807;-12,50342;-19081,06059
1499,74207;-12,50360;-19083,72194
1499,76207;-12,50378;-19086,37732
1499,87207;-12,50462;-19083,72045
1499,98207;-12,50551;-19081,18725
1500,04007;-12,50605;-19083,69958
1500,05607;-12,50623;-19086,38030
1500,06607;-12,50629;-19088,97609
1500,07807;-12,50647;-19091,69108
1500,09207;-12,50659;-19094,27494
1500,11007;-12,50677;-19097,00632
1500,12607;-12,50689;-19099,82115
1500,14607;-12,50707;-19102,36180
1500,23007;-12,50772;-19099,69300
1500,24607;-12,50784;-19097,16725
1500,26607;-12,50802;-19094,64300
1500,29007;-12,50820;-19092,04870
1500,34207;-12,50862;-19089,50806
1500,38607;-12,50892;-19086,96294
1500,56807;-12,51035;-19089,56319
1500,60007;-12,51065;-19092,13364
1500,63007;-12,51089;-19094,72495
1500,67807;-12,51125;-19097,26858
1500,77407;-12,51197;-19094,67429
1500,82607;-12,51239;-19097,28050
1500,85607;-12,51263;-19099,85542
1500,89807;-12,51305;-19102,52273
1500,91407;-12,51317;-19105,30776
1500,92807;-12,51334;-19107,90801
1500,94007;-12,51340;-19110,67367
1500,95407;-12,51358;-19113,52277
1500,97007;-12,51370;-19116,22286
1500,98607;-12,51388;-19118,97361
1501,00407;-12,51400;-19121,49489
1501,15407;-12,51520;-19118,89911
1501,25407;-12,51610;-19121,50681
1501,28207;-12,51639;-19124,03256
1501,31407;-12,51663;-19126,60301
1501,34807;-12,51699;-19129,15111
1501,39007;-12,51735;-19131,84524
1501,51407;-12,51837;-19129,26435
1501,55807;-12,51873;-19126,74159
1501,59207;-12,51896;-19124,10557
1501,61607;-12,51914;-19121,46062
1501,81607;-12,52082;-19123,92080
1501,85807;-12,52112;-19126,44655
1502,04207;-12,52261;-19129,02594
1502,07007;-12,52285;-19131,55764
1502,10207;-12,52309;-19134,14448
1502,12807;-12,52333;-19136,86842
1502,14407;-12,52351;-19139,43291
1502,16407;-12,52369;-19142,16280
1502,18207;-12,52387;-19144,80031
1502,20007;-12,52405;-19147,30370
1502,22207;-12,52423;-19149,95909
1502,37007;-12,52542;-19147,44526
1502,50007;-12,52650;-19149,95164
1502,52007;-12,52668;-19152,58318
1502,54407;-12,52692;-19155,15363
1502,56007;-12,52710;-19157,94015
1502,57607;-12,52728;-19160,46143
1502,60207;-12,52746;-19163,12128
1502,63207;-12,52775;-19165,65299
1502,75407;-12,52877;-19162,94247
1502,78207;-12,52895;-19160,30496
1502,82607;-12,52931;-19157,73302
1502,86807;-12,52967;-19155,21026
1502,91207;-12,52997;-19152,69345
1502,95407;-12,53027;-19150,10810
1503,09607;-12,53140;-19152,71431
1503,15007;-12,53188;-19155,23559
1503,23407;-12,53254;-19157,75388
1503,27207;-12,53284;-19160,48080
1503,30207;-12,53307;-19162,99611
1503,33607;-12,53337;-19165,61574
1503,36407;-12,53361;-19168,22046
1503,39807;-12,53391;-19170,81028
1503,43407;-12,53421;-19173,41948
1503,46207;-12,53451;-19176,07486
1503,48407;-12,53469;-19178,77942
1503,50007;-12,53487;-19181,40054
1503,52007;-12,53505;-19184,02910
1503,54207;-12,53523;-19186,55336
1503,61007;-12,53571;-19183,96503
1503,64007;-12,53595;-19181,34689
1503,66607;-12,53612;-19178,69449
1503,76407;-12,53696;-19181,23215
1503,79607;-12,53726;-19183,93821
1503,81207;-12,53744;-19186,62488
1503,82607;-12,53756;-19189,31603
1503,84007;-12,53774;-19191,91033
1503,85607;-12,53786;-19194,64767
1503,87207;-12,53804;-19197,18534
1503,89407;-12,53828;-19199,93460
1503,92007;-12,53846;-19202,46184
1504,00207;-12,53911;-19199,79006
1504,02607;-12,53929;-19197,25388
1504,05007;-12,53947;-19194,49866
1504,06807;-12,53965;-19191,96099
1504,08807;-12,53977;-19189,46058
1504,11407;-12,53995;-19186,86777
1504,18407;-12,54055;-19184,36140
1504,34607;-12,54180;-19186,89162
1504,44807;-12,54264;-19189,40693
1504,47407;-12,54288;-19192,10851
1504,51607;-12,54324;-19194,69088
1504,58007;-12,54378;-19197,24643
1504,61007;-12,54402;-19199,84370
1504,64207;-12,54432;-19202,36200
1504,67607;-12,54461;-19204,94735
1504,70407;-12,54491;-19207,68619
1504,72607;-12,54509;-19210,37734
1504,75207;-12,54533;-19212,93139
1504,83607;-12,54599;-19210,30283
1505,00607;-12,54742;-19212,91351
1505,03007;-12,54760;-19215,63148
1505,04607;-12,54778;-19218,38820
1505,06007;-12,54790;-19221,15535
1505,07407;-12,54808;-19223,81371
1505,08807;-12,54820;-19226,37969
1505,10207;-12,54832;-19228,97696
1505,11807;-12,54850;-19231,64874
1505,13807;-12,54868;-19234,37715
1505,21207;-12,54928;-19231,86779
1505,22607;-12,54934;-19229,32416
1505,24007;-12,54946;-19226,60917
1505,25407;-12,54958;-19223,85991
1505,26807;-12,54964;-19221,02720
1505,29007;-12,54982;-19218,49996
1505,31407;-12,55000;-19215,99805
1505,33807;-12,55017;-19213,46635
1505,38407;-12,55047;-19210,92123
1505,48007;-12,55131;-19213,49913
1505,50607;-12,55149;-19216,00848
1505,54407;-12,55185;-19218,57148
1505,60407;-12,55233;-19221,13299
1505,64407;-12,55269;-19223,64533
1505,67807;-12,55298;-19226,31264
1505,70807;-12,55322;-19228,86223
1505,90207;-12,55484;-19231,45503
1505,93807;-12,55514;-19234,04038
1505,96007;-12,55532;-19236,56315
1506,04807;-12,55603;-19239,13807
1506,24807;-12,55765;-19240,73398
1506,27007;-12,55789;-19243,53838
1506,28207;-12,55801;-19246,20122
1506,29207;-12,55813;-19248,83574
1506,30207;-12,55825;-19251,51199
1506,31207;-12,55837;-19254,09138
1506,32407;-12,55849;-19256,95986
1506,33607;-12,55861;-19259,54968
1506,35007;-12,55872;-19262,21400
1506,36807;-12,55890;-19264,98264
1506,39407;-12,55908;-19267,49498
1506,45207;-12,55956;-19264,77998
1506,46807;-12,55968;-19262,12907
1506,48807;-12,55980;-19259,58395
1506,50807;-12,55998;-19256,76018
1506,53007;-12,56010;-19254,03178
1506,56007;-12,56034;-19251,49858
1506,58207;-12,56052;-19248,88790
1506,60207;-12,56064;-19246,35619
1506,64607;-12,56100;-19243,80660
1506,68207;-12,56130;-19246,36066
1506,71007;-12,56154;-19248,87896
1506,74207;-12,56177;-19251,52987
1506,81007;-12,56237;-19254,20165
1506,84407;-12,56267;-19256,73336
1506,86607;-12,56285;-19259,35000
1506,90607;-12,56315;-19261,86830
1507,10607;-12,56476;-19259,98628
1507,13607;-12,56506;-19262,60442
1507,16007;-12,56524;-19265,22255
1507,18407;-12,56548;-19267,76469
1507,21207;-12,56572;-19270,38282
1507,24407;-12,56602;-19273,03672
1507,27407;-12,56626;-19275,57588
1507,39807;-12,56727;-19273,04119
1507,43007;-12,56751;-19270,50203
1507,50407;-12,56817;-19273,24384
1507,52607;-12,56841;-19275,92605
1507,54207;-12,56853;-19278,45031
1507,55807;-12,56871;-19281,03864
1507,57407;-12,56883;-19283,60164
1507,59207;-12,56907;-19286,17805
1507,60807;-12,56919;-19289,03610
1507,62607;-12,56937;-19291,71830
1507,65807;-12,56967;-19294,27534
1507,75607;-12,57044;-19291,60357
1507,77207;-12,57056;-19288,94520
1507,79007;-12,57068;-19286,34048
1507,81407;-12,57086;-19283,68807
1507,83807;-12,57104;-19281,10719
1508,03807;-12,57266;-19281,41564
1508,06407;-12,57283;-19283,91904
1508,10007;-12,57319;-19286,54313
1508,12607;-12,57337;-19289,14636
1508,15807;-12,57367;-19291,66615
1508,23607;-12,57433;-19294,19488
1508,43607;-12,57588;-19294,42585
1508,47407;-12,57624;-19296,94414
1508,50407;-12,57654;-19299,62188
1508,52807;-12,57672;-19302,31899
1508,56407;-12,57702;-19304,86560
1508,69807;-12,57816;-19307,38389
1508,75007;-12,57863;-19310,04524
1508,78007;-12,57887;-19312,59036
1508,81407;-12,57923;-19315,09227
1508,84407;-12,57947;-19317,69997
1508,87607;-12,57977;-19320,32853
1508,95407;-12,58043;-19322,84236
1509,00607;-12,58085;-19320,23317
1509,03207;-12,58103;-19317,66570
1509,05607;-12,58121;-19315,03564
1509,09207;-12,58150;-19312,53076
1509,29207;-12,58306;-19313,14170
1509,32607;-12,58336;-19315,76729
1509,35607;-12,58360;-19318,36456
1509,38007;-12,58378;-19320,95885
1509,40607;-12,58402;-19323,57699
1509,44007;-12,58431;-19326,19512
1509,64007;-12,58587;-19326,19959
1509,68007;-12,58623;-19328,86988
1509,70607;-12,58647;-19331,42394
1509,72607;-12,58665;-19334,13148
1509,74207;-12,58683;-19336,80326
1509,75607;-12,58695;-19339,33496
1509,77407;-12,58706;-19341,91883
1509,82007;-12,58748;-19344,46245
1510,02007;-12,58922;-19345,06893
1510,04207;-12,58940;-19347,69601
1510,06007;-12,58958;-19350,22026
1510,07807;-12,58975;-19352,96059
1510,11607;-12,59011;-19355,46100
1510,15207;-12,59041;-19358,04337
1510,22807;-12,59101;-19355,45057
1510,25407;-12,59119;-19352,80710
1510,27807;-12,59143;-19350,14874
1510,31607;-12,59167;-19347,47547
1510,34407;-12,59191;-19344,88863
1510,42807;-12,59257;-19342,37480
1510,52407;-12,59334;-19345,04062
1510,58607;-12,59388;-19347,55296
1510,61407;-12,59412;-19350,21728
1510,63807;-12,59430;-19352,85926
1510,67007;-12,59454;-19355,43418
1510,77807;-12,59544;-19357,96291
1510,91007;-12,59651;-19360,52293
1510,95007;-12,59687;-19363,13808
1510,97207;-12,59705;-19365,73535
1510,99607;-12,59723;-19368,25663
1511,02407;-12,59753;-19370,89860
1511,04207;-12,59765;-19373,59124
1511,06407;-12,59789;-19376,09911
1511,11007;-12,59825;-19378,61890
1511,23007;-12,59932;-19381,18339
1511,26207;-12,59962;-19383,74043
1511,34207;-12,60028;-19386,24233
1511,38407;-12,60070;-19388,78894
1511,52007;-12,60183;-19386,14100
1511,54807;-12,60201;-19383,48264
1511,57807;-12,60225;-19380,94348
1511,64207;-12,60279;-19378,43561
1511,70807;-12,60327;-19375,87410
1511,75807;-12,60363;-19373,34687
1511,85207;-12,60440;-19376,01119
1511,87807;-12,60458;-19378,63082
1511,91207;-12,60488;-19381,18637
1511,97607;-12,60536;-19383,75235
1512,01807;-12,60572;-19386,40624
1512,13407;-12,60662;-19389,06014
1512,16407;-12,60691;-19391,68125
1512,19207;-12,60715;-19394,27704
1512,21407;-12,60733;-19397,04716
1512,23407;-12,60751;-19399,65039
1512,25207;-12,60769;-19402,43393
1512,26807;-12,60787;-19405,11763
1512,28207;-12,60799;-19407,86093
1512,29607;-12,60811;-19410,46715
1512,31407;-12,60829;-19413,17469
1512,34207;-12,60853;-19415,70491
1512,51807;-12,60996;-19413,18512
1512,61207;-12,61080;-19415,85243
1512,62807;-12,61098;-19418,42735
1512,64407;-12,61116;-19421,08870
1512,66207;-12,61128;-19423,80071
1512,68807;-12,61152;-19426,31155
1512,75807;-12,61212;-19423,64872
1512,78607;-12,61230;-19420,91882
1512,80207;-12,61242;-19418,32006
1512,82007;-12,61253;-19415,61997
1512,88207;-12,61307;-19413,07634
1513,01207;-12,61409;-19410,48652
1513,11007;-12,61487;-19413,03164
1513,17007;-12,61535;-19415,57974
1513,28807;-12,61630;-19418,08909
1513,33207;-12,61666;-19420,61931
1513,38807;-12,61714;-19423,23148
1513,44207;-12,61762;-19425,82130
1513,46007;-12,61780;-19428,40815
1513,47607;-12,61792;-19431,17678
1513,49007;-12,61809;-19433,87687
1513,50407;-12,61822;-19436,67084
1513,51607;-12,61833;-19439,29344
1513,53207;-12,61845;-19441,84005
1513,55007;-12,61863;-19444,56398
1513,67207;-12,61959;-19441,93691
1513,78607;-12,62061;-19444,69959
1513,80807;-12,62085;-19447,52932
1513,82607;-12,62103;-19450,15490
1513,84607;-12,62121;-19452,73727
1513,88807;-12,62156;-19455,23918
1513,98407;-12,62234;-19452,71790
1514,04407;-12,62282;-19450,19066
1514,14607;-12,62366;-19447,68280
1514,17007;-12,62378;-19444,99165
1514,20807;-12,62413;-19442,37798
1514,28807;-12,62473;-19444,88585
1514,37607;-12,62551;-19447,39074
1514,42807;-12,62593;-19449,94181
1514,55807;-12,62689;-19447,42352
1514,66207;-12,62772;-19449,99397
1514,68207;-12,62790;-19452,68959
1514,70007;-12,62808;-19455,21683
1514,71407;-12,62820;-19457,71724
1514,72607;-12,62832;-19460,54995
1514,73807;-12,62844;-19463,44674
1514,75007;-12,62856;-19466,13342
1514,76407;-12,62868;-19468,94526
1514,78607;-12,62892;-19471,56191
1514,81607;-12,62916;-19474,14577
1514,96007;-12,63029;-19471,57532
1515,06807;-12,63119;-19474,31415
1515,09007;-12,63143;-19477,02020
1515,10807;-12,63161;-19479,77543
1515,12007;-12,63173;-19482,30267
1515,13407;-12,63185;-19484,99233
1515,14807;-12,63203;-19487,59407
1515,16207;-12,63215;-19490,13770
1515,17807;-12,63226;-19492,81693
1515,20207;-12,63250;-19495,37843
1515,30207;-12,63334;-19492,74540
1515,32807;-12,63352;-19490,21518
1515,35407;-12,63370;-19487,65367
1515,37407;-12,63388;-19484,94017
1515,39607;-12,63400;-19482,31757
1515,41207;-12,63412;-19479,78586
1515,43207;-12,63430;-19477,08428
1515,46007;-12,63448;-19474,52277
1515,59807;-12,63561;-19477,10812
1515,63007;-12,63585;-19479,66516
1515,66407;-12,63615;-19482,21177
1515,86407;-12,63771;-19482,19240
1515,90207;-12,63807;-19484,79563
1515,91807;-12,63818;-19487,37502
1515,93407;-12,63837;-19490,10491
1515,95407;-12,63854;-19492,67089
1515,97007;-12,63866;-19495,20856
1515,98607;-12,63884;-19497,89524
1515,99807;-12,63896;-19500,52679
1516,01007;-12,63908;-19503,16429
1516,02407;-12,63920;-19505,80031
1516,04207;-12,63938;-19508,34841
1516,06807;-12,63962;-19510,95909
1516,14207;-12,64016;-19508,23069
1516,16807;-12,64040;-19505,59020
1516,21007;-12,64070;-19503,01379
1516,32607;-12,64171;-19505,61702
1516,35007;-12,64195;-19508,31711
1516,36607;-12,64213;-19511,23625
1516,37807;-12,64225;-19513,80819
1516,39007;-12,64237;-19516,35182
1516,40207;-12,64249;-19518,92674
1516,41607;-12,64261;-19521,56425
1516,43207;-12,64279;-19524,16301
1516,45207;-12,64297;-19526,82883
1516,55807;-12,64381;-19524,14513
1516,57807;-12,64398;-19521,36755
1516,59607;-12,64410;-19518,61829
1516,61807;-12,64428;-19515,88988
1516,64607;-12,64446;-19513,36265
1516,68807;-12,64482;-19510,79816
1516,72207;-12,64506;-19508,24261
1516,74007;-12,64518;-19505,55593
1516,88807;-12,64632;-19508,05634
1516,92007;-12,64662;-19510,64318
1516,94207;-12,64679;-19513,22705
1516,98607;-12,64715;-19515,80197
1517,14007;-12,64841;-19518,32026
1517,16607;-12,64865;-19520,95628
1517,18607;-12,64883;-19523,56994
1517,20207;-12,64895;-19526,39669
1517,21807;-12,64913;-19528,99247
1517,23207;-12,64925;-19531,59422
1517,25007;-12,64942;-19534,30176
1517,26407;-12,64955;-19536,90797
1517,28007;-12,64972;-19539,65873
1517,31607;-12,65002;-19542,19043
1517,38407;-12,65056;-19539,64084
1517,42207;-12,65086;-19537,11063
1517,51007;-12,65152;-19534,58637
1517,56807;-12,65206;-19537,16278
1517,58807;-12,65224;-19539,86138
1517,60207;-12,65241;-19542,53465
1517,61407;-12,65254;-19545,19749
1517,62807;-12,65265;-19548,05404
1517,64207;-12,65283;-19550,86589
1517,65207;-12,65289;-19553,37822
1517,66407;-12,65301;-19556,24670
1517,67807;-12,65319;-19558,90507
1517,69607;-12,65331;-19561,51575
1517,77407;-12,65397;-19558,96318
1517,79007;-12,65409;-19556,33461
1517,80807;-12,65421;-19553,79993
1517,84407;-12,65451;-19551,16093
1517,88207;-12,65475;-19548,51598
1517,90807;-12,65493;-19545,83675
1517,92607;-12,65505;-19543,19626
1517,94207;-12,65517;-19540,68094
1517,96607;-12,65534;-19538,07920
1518,06007;-12,65612;-19540,67200
1518,10207;-12,65648;-19543,19179
1518,13207;-12,65672;-19545,75330
1518,15607;-12,65690;-19548,35951
1518,18207;-12,65714;-19550,92549
1518,22207;-12,65744;-19553,50488
1518,42207;-12,65899;-19552,55419
1518,45407;-12,65929;-19555,12166
1518,47207;-12,65947;-19557,63996
1518,48807;-12,65959;-19560,41753
1518,50407;-12,65977;-19563,14445
1518,52207;-12,65995;-19565,75960
1518,54007;-12,66007;-19568,28386
1518,57207;-12,66037;-19570,81258
1518,61207;-12,66073;-19573,34876
1518,81207;-12,66246;-19575,93411
1518,82607;-12,66258;-19578,46284
1518,84207;-12,66276;-19581,05713
1518,85407;-12,66288;-19583,58735
1518,86807;-12,66306;-19586,44390
1518,88007;-12,66318;-19588,96071
1518,89407;-12,66330;-19591,59970
1518,91207;-12,66348;-19594,19101
1518,94207;-12,66372;-19596,84044
1519,00607;-12,66425;-19594,24913
1519,02007;-12,66437;-19591,40152
1519,03807;-12,66449;-19588,89216
1519,05807;-12,66461;-19586,14439
1519,07407;-12,66479;-19583,49645
1519,10207;-12,66497;-19580,79338
1519,12607;-12,66509;-19578,07243
1519,14007;-12,66521;-19575,53476
1519,16007;-12,66539;-19572,84808
1519,18807;-12,66557;-19570,33277
1519,26807;-12,66623;-19572,98964
1519,31407;-12,66658;-19575,51390
1519,38607;-12,66718;-19578,09627
1519,42207;-12,66748;-19580,66076
1519,45807;-12,66778;-19583,32509
1519,65807;-12,66940;-19584,45460
1519,68207;-12,66957;-19587,01164
1519,70207;-12,66975;-19589,82050
1519,71807;-12,66993;-19592,42821
1519,74007;-12,67011;-19595,14618
1519,75607;-12,67023;-19597,68832
1519,77207;-12,67041;-19600,20512
1519,82207;-12,67083;-19602,73981
1519,85807;-12,67113;-19605,32516
1520,03207;-12,67262;-19607,94479
1520,05407;-12,67286;-19610,56590
1520,07407;-12,67304;-19613,33156
1520,09007;-12,67322;-19615,93628
1520,10407;-12,67340;-19618,48885
1520,11607;-12,67346;-19621,35583
1520,13407;-12,67364;-19624,03953
1520,16207;-12,67388;-19626,66363
1520,23007;-12,67448;-19623,98589
1520,25007;-12,67460;-19621,33795
1520,27807;-12,67484;-19618,78538
1520,29807;-12,67496;-19616,20301
1520,31607;-12,67513;-19613,54166
1520,33807;-12,67525;-19610,91161
1520,36607;-12,67549;-19608,31434
1520,40607;-12,67579;-19605,78710
1520,46007;-12,67615;-19603,25092
1520,52407;-12,67663;-19600,71772
1520,58607;-12,67717;-19603,31947
1520,61407;-12,67741;-19605,90780
1520,64207;-12,67765;-19608,50805
1520,66407;-12,67783;-19611,14556
1520,70207;-12,67812;-19613,70558
1520,73607;-12,67836;-19616,31030
1520,84407;-12,67926;-19618,81667
1520,88607;-12,67956;-19621,44524
1520,93207;-12,67998;-19623,94565
1520,95407;-12,68016;-19626,57869
1520,97207;-12,68034;-19629,21172
1520,98807;-12,68052;-19631,77174
1521,01007;-12,68069;-19634,49717
1521,03007;-12,68088;-19637,24047
1521,05007;-12,68105;-19639,82135
1521,07207;-12,68129;-19642,48419
1521,15207;-12,68189;-19639,91076
1521,18607;-12,68213;-19637,38501
1521,31207;-12,68327;-19640,04487
1521,33007;-12,68345;-19642,66747
1521,34607;-12,68363;-19645,28710
1521,36007;-12,68374;-19648,10342
1521,37407;-12,68392;-19650,76923
1521,38607;-12,68404;-19653,39780
1521,39807;-12,68416;-19656,36760
1521,41007;-12,68428;-19659,24054
1521,42207;-12,68440;-19661,79013
1521,44207;-12,68458;-19664,34568
1521,50607;-12,68506;-19661,80205
1521,52207;-12,68518;-19659,19137
1521,53407;-12,68524;-19656,62539
1521,54607;-12,68536;-19654,04451
1521,55807;-12,68542;-19651,24905
1521,57207;-12,68554;-19648,39697
1521,58607;-12,68566;-19645,73562
1521,60007;-12,68572;-19643,07427
1521,61607;-12,68584;-19640,29819
1521,64607;-12,68608;-19637,76499
1521,70007;-12,68650;-19635,20646
1521,77607;-12,68709;-19637,72029
1521,81807;-12,68745;-19640,26541
1521,84807;-12,68775;-19642,80009
1521,87207;-12,68793;-19645,40035
1521,89807;-12,68817;-19647,99166
1521,92207;-12,68835;-19650,65449
1521,96807;-12,68871;-19653,17726
1522,03207;-12,68919;-19650,66195
1522,07407;-12,68948;-19648,08404
1522,14007;-12,69002;-19650,67685
1522,16607;-12,69026;-19653,19812
1522,18807;-12,69044;-19655,79391
1522,21207;-12,69068;-19658,51635
1522,24407;-12,69098;-19661,03166
1522,26207;-12,69116;-19663,83308
1522,27807;-12,69128;-19666,66430
1522,29607;-12,69146;-19669,24518
1522,31407;-12,69158;-19671,94974
1522,51407;-12,69325;-19672,04660
1522,53807;-12,69349;-19674,59917
1522,55607;-12,69367;-19677,24711
1522,57007;-12,69385;-19679,95167
1522,58407;-12,69397;-19682,61302
1522,59607;-12,69409;-19685,18943
1522,60807;-12,69421;-19688,07876
1522,62207;-12,69433;-19690,86081
1522,67007;-12,69475;-19693,36420
1522,76407;-12,69552;-19690,80418
1522,78207;-12,69570;-19687,98935
1522,79607;-12,69576;-19685,41145
1522,81007;-12,69588;-19682,80971
1522,82807;-12,69600;-19680,21542
1522,85007;-12,69618;-19677,64795
1522,89007;-12,69648;-19675,08346
1522,91607;-12,69666;-19672,49811
1523,05007;-12,69780;-19675,10432
1523,09807;-12,69821;-19677,64944
1523,13207;-12,69845;-19680,27353
1523,17807;-12,69887;-19682,89316
1523,30807;-12,69983;-19680,38082
1523,44807;-12,70090;-19682,90359
1523,47207;-12,70114;-19685,65732
1523,48807;-12,70132;-19688,33655
1523,50807;-12,70150;-19690,97406
1523,52407;-12,70162;-19693,66372
1523,53807;-12,70174;-19696,57689
1523,55207;-12,70186;-19699,37384
1523,57607;-12,70210;-19702,05009
1523,60807;-12,70234;-19704,61607
1523,76607;-12,70365;-19707,22079
1523,78607;-12,70383;-19709,81210
1523,81807;-12,70413;-19712,57180
1523,83607;-12,70431;-19715,14970
1523,85807;-12,70455;-19717,94367
1523,87207;-12,70467;-19720,51114
1523,88407;-12,70479;-19723,02794
1523,89807;-12,70497;-19725,67737
1523,91407;-12,70509;-19728,41173
1523,93007;-12,70527;-19731,22060
1523,95007;-12,70545;-19733,81788
1524,01207;-12,70593;-19731,18931
1524,03207;-12,70611;-19728,56969
1524,04607;-12,70617;-19725,98433
1524,05607;-12,70623;-19723,41835
1524,06607;-12,70629;-19720,66760
1524,07807;-12,70641;-19717,69333
1524,09007;-12,70646;-19714,79952
1524,10007;-12,70652;-19712,28719
1524,11007;-12,70658;-19709,73909
1524,12607;-12,70670;-19707,10158
1524,16207;-12,70700;-19704,60117
1524,28007;-12,70796;-19707,13884
1524,32807;-12,70838;-19709,64372
1524,37807;-12,70880;-19712,20076
1524,40607;-12,70904;-19714,70714
1524,43007;-12,70922;-19717,25821
1524,51807;-12,70987;-19714,71608
1524,65807;-12,71101;-19717,29696
1524,67607;-12,71119;-19720,14755
1524,69207;-12,71131;-19722,73886
1524,71407;-12,71155;-19725,38084
1524,73207;-12,71173;-19727,96023
1524,75007;-12,71185;-19730,55601
1524,77207;-12,71208;-19733,12199
1524,78607;-12,71221;-19735,65072
1524,80207;-12,71238;-19738,33591
1524,81807;-12,71250;-19740,95106
1524,84007;-12,71268;-19743,62880
1524,95007;-12,71358;-19741,06133
1525,11007;-12,71495;-19743,59006
1525,12807;-12,71513;-19746,41234
1525,14407;-12,71531;-19749,23760
1525,15807;-12,71543;-19751,95259
1525,17407;-12,71561;-19754,49771
1525,19207;-12,71573;-19757,00557
1525,22207;-12,71603;-19759,54324
1525,30207;-12,71663;-19756,86550
1525,31807;-12,71675;-19754,17435
1525,33407;-12,71687;-19751,62178
1525,35407;-12,71705;-19749,10796
1525,37407;-12,71717;-19746,42128
1525,41607;-12,71753;-19743,91043
1525,55807;-12,71866;-19746,44363
1525,59807;-12,71902;-19748,97683
1525,63807;-12,71938;-19751,48916
1525,83807;-12,72093;-19750,02289
1525,93207;-12,72171;-19752,57546
1525,96207;-12,72195;-19755,08332
1525,98807;-12,72219;-19757,90113
1526,00207;-12,72237;-19760,63251
1526,01807;-12,72249;-19763,35645
1526,03607;-12,72267;-19766,14147
1526,05007;-12,72279;-19768,70894
1526,06607;-12,72291;-19771,22575
1526,09607;-12,72321;-19773,73809
1526,16807;-12,72374;-19771,14975
1526,23007;-12,72422;-19768,64785
1526,34607;-12,72518;-19771,30771
