Extensión;Carga
-7,49928;-7326,04042
-7,49952;-7328,60714
-7,50101;-7326,09332
-7,50203;-7328,60193
-7,50239;-7331,21336
-7,50292;-7333,77263
-7,50376;-7331,1694
-7,50448;-7328,65483
-7,50478;-7326,06798
-7,50645;-7327,8822
-7,50765;-7330,38262
-7,50908;-7333,01193
-7,5095;-7335,61963
-7,5098;-7338,25117
-7,51112;-7335,67029
-7,51231;-7338,30184
-7,51267;-7340,83951
-7,51297;-7343,35259
-7,51333;-7345,86343
-7,51416;-7343,34216
-7,51458;-7340,74637
-7,51542;-7338,2169
-7,51698;-7339,4157
-7,51769;-7341,97497
-7,51877;-7344,50296
-7,51955;-7347,08533
-7,51996;-7349,5917
-7,52038;-7352,17109
-7,52152;-7349,59245
-7,52307;-7352,17705
-7,52325;-7354,70057
-7,52361;-7357,24196
-7,52391;-7359,81166
-7,52469;-7357,19502
-7,52487;-7354,59924
-7,52529;-7352,07349
-7,52564;-7349,55221
-7,5272;-7349,4494
-7,52804;-7351,96397
-7,52857;-7354,51654
-7,52965;-7357,03036
-7,53013;-7359,62987
-7,53049;-7362,17871
-7,53216;-7360,15141
-7,53306;-7362,75539
-7,53336;-7365,40928
-7,53366;-7368,08851
-7,53402;-7370,59936
-7,53485;-7368,09671
-7,53503;-7365,56202
-7,53521;-7363,00945
-7,53551;-7360,5068
-7,53611;-7357,87451
-7,53689;-7360,3861
-7,53766;-7362,92824
-7,53832;-7365,48528
-7,53969;-7368,02965
-7,54035;-7370,6165
-7,54101;-7373,13181
-7,54262;-7372,61623
-7,5434;-7375,2448
-7,54376;-7377,76831
-7,54406;-7380,34844
-7,54424;-7383,00756
-7,54448;-7385,54075
-7,54514;-7382,96583
-7,54532;-7380,45573
-7,54555;-7377,84952
-7,54585;-7375,21574
-7,54609;-7372,69372
-7,54759;-7375,21797
-7,54848;-7377,75788
-7,55004;-7379,77475
-7,55076;-7382,32061
-7,55123;-7384,91043
-7,55189;-7387,41308
-7,55285;-7384,88585
-7,55404;-7387,45108
-7,5544;-7390,00887
-7,55464;-7392,71417
-7,55488;-7395,26302
-7,5559;-7392,64637
-7,55614;-7389,99695
-7,55638;-7387,38105
-7,55674;-7384,84785
-7,55835;-7386,17331
-7,55895;-7388,73631
-7,55937;-7391,27845
-7,56092;-7391,45651
-7,56188;-7393,98748
-7,56218;-7396,62349
-7,56379;-7396,87383
-7,56433;-7399,38244
-7,56481;-7401,90521
-7,56523;-7404,4928
-7,56666;-7401,97971
-7,56696;-7399,46589
-7,56851;-7398,53308
-7,56905;-7401,04914
-7,56965;-7403,55849
-7,57126;-7402,22931
-7,57186;-7404,75431
-7,57228;-7407,42832
-7,57246;-7410,06508
-7,57413;-7410,03305
-7,57503;-7412,54613
-7,57539;-7415,18214
-7,57563;-7417,70491
-7,57688;-7415,17171
-7,57718;-7412,54538
-7,57742;-7409,93768
-7,57904;-7411,07464
-7,57975;-7413,6503
-7,58017;-7416,15668
-7,58179;-7416,72218
-7,58292;-7419,25538
-7,58334;-7421,75877
-7,58502;-7424,30091
-7,58555;-7426,86465
-7,58633;-7429,37699
-7,58735;-7426,73054
-7,58777;-7424,20331
-7,58878;-7421,69172
-7,5901;-7424,22491
-7,59052;-7426,78344
-7,59111;-7429,37848
-7,59279;-7430,17495
-7,59309;-7432,84076
-7,59333;-7435,3911
-7,59374;-7437,91685
-7,59488;-7435,34565
-7,5962;-7437,91088
-7,59649;-7440,53498
-7,59679;-7443,14045
-7,59769;-7440,54243
-7,59787;-7438,04201
-7,59835;-7435,48796
-7,59907;-7432,97786
-7,60044;-7435,5714
-7,60074;-7438,07256
-7,60182;-7440,62811
-7,60307;-7443,14119
-7,60343;-7445,79807
-7,60379;-7448,33872
-7,60546;-7446,27491
-7,60612;-7448,90198
-7,60636;-7451,58419
-7,60678;-7454,10994
-7,60774;-7451,49106
-7,60821;-7448,93104
-7,60881;-7446,3971
-7,61037;-7447,35301
-7,6109;-7449,93389
-7,61168;-7452,46559
-7,61324;-7452,37395
-7,61354;-7454,96154
-7,61377;-7457,63183
-7,61401;-7460,13224
-7,61431;-7462,72281
-7,61557;-7460,14118
-7,617;-7462,70269
-7,6173;-7465,32306
-7,61766;-7467,83614
-7,61874;-7465,32157
-7,61898;-7462,79359
-7,61933;-7460,25965
-7,61957;-7457,75625
-7,62125;-7460,04581
-7,62173;-7462,57529
-7,62328;-7463,23243
-7,62382;-7465,89974
-7,62418;-7468,41431
-7,62436;-7470,92068
-7,62466;-7473,49933
-7,62501;-7476,05488
-7,62579;-7473,40843
-7,62609;-7470,86853
-7,62741;-7473,40843
-7,62759;-7476,04147
-7,62777;-7478,60223
-7,62806;-7481,17194
-7,62908;-7478,50388
-7,6292;-7475,97888
-7,62938;-7473,40322
-7,62974;-7470,8432
-7,63046;-7468,31149
-7,63159;-7470,81786
-7,63219;-7473,38682
-7,63374;-7475,92077
-7,63422;-7478,52176
-7,63452;-7481,14362
-7,63476;-7483,83552
-7,63506;-7486,37095
-7,63649;-7483,76623
-7,63763;-7486,41193
-7,63787;-7489,077
-7,63817;-7491,69737
-7,63841;-7494,33637
-7,63865;-7496,87329
-7,63924;-7494,34233
-7,63948;-7491,83521
-7,63972;-7489,22378
-7,64002;-7486,69207
-7,64032;-7484,16856
-7,64194;-7484,76684
-7,64259;-7487,27918
-7,64409;-7487,26949
-7,64481;-7489,83249
-7,64516;-7492,59442
-7,64528;-7495,26918
-7,64564;-7497,84708
-7,64726;-7496,22658
-7,64803;-7498,79405
-7,64839;-7501,40771
-7,64863;-7504,09141
-7,64887;-7506,78405
-7,64977;-7504,25905
-7,64995;-7501,72213
-7,65031;-7499,21575
-7,6506;-7496,69299
-7,65222;-7497,18323
-7,65324;-7499,78051
-7,65479;-7499,09505
-7,65509;-7501,62154
-7,65551;-7504,22478
-7,65581;-7506,72817
-7,65742;-7507,49484
-7,65838;-7510,09956
-7,65862;-7512,78549
-7,65892;-7515,44014
-7,65933;-7518,03964
-7,66029;-7515,52135
-7,66065;-7512,87788
-7,66113;-7510,32829
-7,66167;-7507,81447
-7,66316;-7510,35213
-7,6637;-7512,8682
-7,66531;-7514,98938
-7,66579;-7517,50097
-7,66603;-7520,11314
-7,66633;-7522,61952
-7,66735;-7520,06024
-7,66794;-7517,55163
-7,66866;-7520,12506
-7,66902;-7522,74245
-7,6692;-7525,34345
-7,6695;-7528,00256
-7,66968;-7530,65422
-7,66986;-7533,1904
-7,67069;-7530,64528
-7,67087;-7527,9586
-7,67099;-7525,25106
-7,67123;-7522,74618
-7,67141;-7520,20553
-7,67177;-7517,68574
-7,67255;-7520,23533
-7,67309;-7522,75363
-7,67374;-7525,34941
-7,6753;-7524,41213
-7,6759;-7526,98183
-7,67631;-7529,56197
-7,67667;-7532,0825
-7,67835;-7530,69147
-7,679;-7533,25522
-7,6793;-7535,8808
-7,6796;-7538,53396
-7,67984;-7541,11111
-7,68122;-7538,54513
-7,6814;-7535,96947
-7,6817;-7533,41541
-7,68325;-7533,75888
-7,68415;-7536,27941
-7,68456;-7538,78579
-7,68612;-7537,95132
-7,68648;-7540,49346
-7,68696;-7543,09297
-7,6872;-7545,79082
-7,68755;-7548,32402
-7,68863;-7545,77219
-7,68941;-7548,30912
-7,68989;-7550,81475
-7,69019;-7553,46939
-7,69036;-7556,0011
-7,6915;-7553,39488
-7,69168;-7550,72981
-7,69186;-7548,21301
-7,69198;-7545,54719
-7,69216;-7542,87913
-7,69335;-7545,38849
-7,69425;-7547,97757
-7,69479;-7550,50108
-7,69634;-7550,66648
-7,69688;-7553,22576
-7,6973;-7555,7597
-7,69772;-7558,31152
-7,69933;-7556,59863
-7,70005;-7559,1214
-7,70059;-7561,71793
-7,70089;-7564,35469
-7,70107;-7566,89832
-7,70137;-7569,50602
-7,7019;-7566,82977
-7,70208;-7564,19599
-7,70226;-7561,61883
-7,7025;-7559,00368
-7,70322;-7556,46378
-7,70436;-7559,06105
-7,70483;-7561,57413
-7,70639;-7562,10983
-7,70734;-7564,61471
-7,70776;-7567,15015
-7,708;-7569,90761
-7,70824;-7572,46166
-7,70938;-7569,94858
-7,71081;-7572,62334
-7,71111;-7575,31002
-7,71135;-7577,88271
-7,71159;-7580,48743
-7,71255;-7577,81193
-7,71279;-7575,16846
-7,71302;-7572,61962
-7,71374;-7570,11771
-7,71542;-7572,17109
-7,71572;-7574,75793
-7,71727;-7573,28793
-7,71769;-7575,82113
-7,71799;-7578,46683
-7,71829;-7581,06411
-7,71853;-7583,65616
-7,7202;-7581,62364
-7,7208;-7584,21049
-7,72104;-7586,75784
-7,72152;-7589,31264
-7,72205;-7591,90768
-7,72289;-7589,28806
-7,72319;-7586,68184
-7,72367;-7584,14268
-7,72528;-7584,07116
-7,7269;-7586,33688
-7,72821;-7588,84251
-7,72851;-7591,369
-7,72893;-7593,92008
-7,72935;-7596,48532
-7,73001;-7593,91785
-7,73132;-7596,52555
-7,73162;-7599,0729
-7,73198;-7601,59567
-7,73234;-7604,15941
-7,73341;-7601,54501
-7,73377;-7598,95071
-7,73485;-7596,38995
-7,73646;-7598,38298
-7,73754;-7600,89532
-7,73838;-7603,44565
-7,73921;-7605,95649
-7,73957;-7608,50385
-7,74077;-7605,98183
-7,74208;-7608,48373
-7,74238;-7611,11826
-7,74268;-7613,64549
-7,74304;-7616,29269
-7,744;-7613,68573
-7,74435;-7611,12571
-7,74483;-7608,48224
-7,74645;-7608,79442
-7,74728;-7611,37232
-7,7489;-7613,85411
-7,74932;-7616,44393
-7,74968;-7619,03748
-7,75135;-7617,7448
-7,75225;-7620,28918
-7,75261;-7622,87229
-7,7529;-7625,42114
-7,75308;-7627,9372
-7,7541;-7625,32577
-7,75428;-7622,62642
-7,75452;-7620,10589
-7,75494;-7617,58983
-7,75536;-7615,06632
-7,75589;-7617,68147
-7,75631;-7620,22138
-7,75673;-7622,72254
-7,75721;-7625,27958
-7,75811;-7627,78968
-7,75978;-7630,14033
-7,76032;-7632,69141
-7,76175;-7630,11277
-7,76253;-7632,68843
-7,76289;-7635,22759
-7,76319;-7637,81294
-7,76349;-7640,46237
-7,76462;-7637,88894
-7,7648;-7635,37884
-7,7651;-7632,76666
-7,76546;-7630,23421
-7,76678;-7632,76741
-7,76713;-7635,27378
-7,76779;-7637,80028
-7,76941;-7637,9627
-7,76982;-7640,52346
-7,77024;-7643,05443
-7,7709;-7645,55633
-7,77234;-7643,02164
-7,77323;-7645,76793
-7,77353;-7648,47249
-7,77383;-7651,04145
-7,77425;-7653,64915
-7,77509;-7650,94832
-7,77527;-7648,27952
-7,77551;-7645,69715
-7,77574;-7643,15203
-7,77724;-7643,47836
-7,77772;-7646,04211
-7,77814;-7648,59095
-7,77849;-7651,16364
-7,78011;-7652,45557
-7,78107;-7655,06849
-7,78136;-7657,60541
-7,78304;-7657,85053
-7,78364;-7660,46718
-7,78406;-7662,97355
-7,78459;-7665,50079
-7,78567;-7662,96014
-7,78603;-7660,42471
-7,78627;-7657,85053
-7,78782;-7657,24108
-7,7883;-7659,88156
-7,7889;-7662,38272
-7,79051;-7661,72111
-7,79111;-7664,30125
-7,79147;-7666,82252
-7,79177;-7669,42352
-7,79213;-7671,99472
-7,7938;-7671,29436
-7,79428;-7673,92516
-7,79458;-7676,57012
-7,79488;-7679,10779
-7,79571;-7676,57608
-7,79607;-7674,0548
-7,79625;-7671,42996
-7,79649;-7668,88112
-7,79805;-7668,83716
-7,79864;-7671,37855
-7,79906;-7673,93485
-7,80068;-7674,85127
-7,80181;-7677,43587
-7,80223;-7679,98546
-7,80259;-7682,65873
-7,80426;-7685,26122
-7,80516;-7687,76238
-7,80558;-7690,31048
-7,8066;-7687,77281
-7,80695;-7685,24483
-7,80809;-7682,66544
-7,80959;-7685,20534
-7,8112;-7687,44498
-7,8121;-7689,96477
-7,8124;-7692,60302
-7,81275;-7695,20253
-7,81305;-7697,72306
-7,81473;-7695,51098
-7,81556;-7698,05983
-7,8158;-7700,672
-7,8161;-7703,26331
-7,81706;-7700,75992
-7,81736;-7698,17233
-7,81802;-7695,66447
-7,81957;-7696,3149
-7,82005;-7698,85182
-7,82166;-7699,17443
-7,82256;-7701,72998
-7,8228;-7704,43231
-7,82298;-7706,98562
-7,82334;-7709,58588
-7,82489;-7707,03852
-7,82567;-7709,66038
-7,82597;-7712,35526
-7,82657;-7714,86312
-7,82746;-7712,35153
-7,82854;-7709,82951
-7,83015;-7709,60823
-7,83081;-7712,13025
-7,83242;-7712,46776
-7,83272;-7714,98308
-7,83296;-7717,6936
-7,83326;-7720,29608
-7,83356;-7722,86654
-7,83482;-7720,2782
-7,83631;-7722,90081
-7,83661;-7725,48765
-7,83691;-7728,05214
-7,83739;-7730,56075
-7,83781;-7728,03798
-7,8381;-7725,4802
-7,83846;-7722,92987
-7,83882;-7720,30875
-7,83918;-7717,78896
-7,8399;-7720,34228
-7,84068;-7722,88367
-7,84115;-7725,38632
-7,84187;-7722,86132
-7,84283;-7725,40122
-7,84331;-7728,07151
-7,84349;-7730,63228
-7,84367;-7733,14163
-7,8439;-7735,72251
-7,84426;-7738,27359
-7,84498;-7735,5504
-7,84516;-7732,92407
-7,84582;-7730,38641
-7,84653;-7732,95984
-7,84689;-7735,72028
-7,84707;-7738,33171
-7,84731;-7740,89769
-7,84857;-7738,27881
-7,84875;-7735,6033
-7,84905;-7733,05446
-7,84988;-7730,50189
-7,85126;-7733,08128
-7,85174;-7735,67185
-7,85257;-7738,17897
-7,85347;-7740,71664
-7,85383;-7743,23419
-7,85401;-7745,92683
-7,85425;-7748,44885
-7,8555;-7745,93502
-7,85706;-7748,5323
-7,8573;-7751,21078
-7,85754;-7753,97047
-7,85772;-7756,54912
-7,85873;-7753,96377
-7,85909;-7751,43951
-7,85939;-7748,9078
-7,85963;-7746,23975
-7,85987;-7743,73487
-7,86148;-7746,05796
-7,86202;-7748,59712
-7,86358;-7749,99112
-7,86417;-7752,54816
-7,86447;-7755,2326
-7,86465;-7757,79188
-7,86525;-7760,29602
-7,86692;-7758,85582
-7,86734;-7761,44862
-7,86758;-7764,01982
-7,86782;-7766,68191
-7,868;-7769,28887
-7,86919;-7766,64615
-7,86937;-7764,0295
-7,86961;-7761,50599
-7,86979;-7758,96832
-7,87015;-7756,36509
-7,87171;-7757,33143
-7,87236;-7759,86165
-7,87392;-7761,92993
-7,87446;-7764,52944
-7,87476;-7767,14981
-7,87505;-7769,68375
-7,87535;-7772,26835
-7,87703;-7772,18267
-7,87763;-7774,76877
-7,87792;-7777,37424
-7,87816;-7779,92457
-7,87852;-7782,46373
-7,87948;-7779,88061
-7,8796;-7777,3042
-7,88002;-7774,78591
-7,88032;-7772,22142
-7,88074;-7769,71802
-7,88229;-7770,65679
-7,88265;-7773,24662
-7,88402;-7775,7813
-7,88492;-7778,33536
-7,88534;-7780,83727
-7,88558;-7783,42113
-7,88707;-7780,86632
-7,88797;-7783,38611
-7,88827;-7785,9357
-7,88839;-7788,43686
-7,88863;-7790,99911
-7,88887;-7793,71038
-7,88904;-7796,52596
-7,88934;-7799,08895
-7,88994;-7796,44623
-7,89006;-7793,69771
-7,89018;-7791,17122
-7,8903;-7788,44431
-7,89048;-7785,80457
-7,89066;-7783,26467
-7,8909;-7780,69943
-7,89239;-7783,24157
-7,89281;-7785,78073
-7,89323;-7788,34894
-7,89437;-7785,8232
-7,8952;-7788,38247
-7,89556;-7790,88736
-7,89604;-7793,4213
-7,89634;-7796,03124
-7,89801;-7795,45233
-7,89837;-7797,99372
-7,89861;-7800,6044
-7,89891;-7803,22626
-7,89909;-7805,76393
-7,89939;-7808,35301
-7,90029;-7805,8213
-7,90047;-7803,30524
-7,90064;-7800,67146
-7,90094;-7798,12112
-7,90112;-7795,56781
-7,90274;-7797,88271
-7,90345;-7800,51202
-7,90501;-7798,86395
-7,90561;-7801,40907
-7,90609;-7803,93183
-7,90638;-7806,58126
-7,90668;-7809,27688
-7,90716;-7811,79965
-7,90794;-7809,25751
-7,9089;-7811,80188
-7,90919;-7814,43864
-7,90949;-7817,00462
-7,90979;-7819,52143
-7,91033;-7822,06282
-7,91075;-7819,5326
-7,91093;-7816,8869
-7,91111;-7814,25089
-7,91129;-7811,74973
-7,91141;-7809,18747
-7,91159;-7806,56189
-7,91296;-7809,11818
-7,91326;-7811,72812
-7,9138;-7814,33508
-7,91535;-7812,18335
-7,91619;-7814,84768
-7,91655;-7817,37044
-7,91685;-7819,87309
-7,91721;-7822,43386
-7,91882;-7819,92748
-7,91972;-7822,55828
-7,92008;-7825,18759
-7,92037;-7827,73048
-7,92067;-7830,34414
-7,92139;-7827,80945
-7,92169;-7825,27775
-7,92217;-7822,74604
-7,92372;-7825,33661
-7,92528;-7825,08478
-7,92617;-7827,60009
-7,92689;-7830,17799
-7,92719;-7832,83189
-7,92743;-7835,57221
-7,92773;-7838,11808
-7,92875;-7835,55061
-7,92922;-7833,0487
-7,93024;-7835,6497
-7,93054;-7838,34159
-7,93078;-7840,86809
-7,93096;-7843,48696
-7,93215;-7840,80327
-7,93245;-7838,23133
-7,93293;-7835,72122
-7,93454;-7836,62423
-7,93502;-7839,2081
-7,93652;-7838,36767
-7,93706;-7840,93738
-7,93736;-7843,54731
-7,93759;-7846,13937
-7,93789;-7848,72323
-7,93819;-7851,27804
-7,93939;-7848,67927
-7,94041;-7851,30933
-7,94088;-7853,84625
-7,94226;-7851,24674
-7,94286;-7848,68076
-7,94393;-7846,17662
-7,94513;-7848,73813
-7,94614;-7851,26835
-7,94704;-7853,77249
-7,94752;-7856,43309
-7,94776;-7859,00205
-7,94818;-7861,54568
-7,94866;-7864,05057
-7,94925;-7861,46075
-7,94955;-7858,94096
-7,95069;-7861,51364
-7,95087;-7864,25173
-7,95117;-7866,90414
-7,95153;-7869,41499
-7,95278;-7866,81622
-7,95314;-7864,26067
-7,95386;-7861,74312
-7,95458;-7859,19875
-7,95553;-7861,73493
-7,95631;-7864,29644
-7,95727;-7866,80877
-7,95762;-7869,46192
-7,9584;-7872,14115
-7,95882;-7874,69149
-7,96008;-7872,1188
-7,96139;-7874,65498
-7,96169;-7877,26864
-7,96205;-7879,85325
-7,96229;-7882,38868
-7,96318;-7879,82494
-7,9636;-7877,24853
-7,9639;-7874,652
-7,9642;-7872,10241
-7,96582;-7874,06787
-7,96665;-7876,57872
-7,96791;-7879,14097
-7,96839;-7881,72111
-7,96898;-7884,26623
-7,9706;-7883,42804
-7,97132;-7886,04096
-7,97167;-7888,68591
-7,97203;-7891,27722
-7,97227;-7894,02649
-7,97251;-7896,5351
-7,97329;-7893,79328
-7,97347;-7891,17143
-7,97371;-7888,67101
-7,97395;-7886,14973
-7,97448;-7883,56736
-7,9755;-7886,11695
-7,97592;-7888,64046
-7,97664;-7891,23625
-7,97718;-7893,77242
-7,97885;-7894,5376
-7,97939;-7897,10507
-7,981;-7897,04248
-7,98196;-7899,70756
-7,98226;-7902,34208
-7,98256;-7904,96692
-7,98279;-7907,56717
-7,98381;-7904,97363
-7,98411;-7902,42031
-7,98441;-7899,86476
-7,98471;-7897,28537
-7,98584;-7899,86029
-7,98686;-7902,37337
-7,98848;-7903,59303
-7,98931;-7906,14784
-7,98961;-7908,67284
-7,99021;-7911,18518
-7,99129;-7908,65421
-7,99248;-7911,2038
-7,99266;-7913,82566
-7,9929;-7916,40356
-7,99326;-7919,03511
-7,99362;-7921,60183
-7,99445;-7919,05224
-7,99463;-7916,4952
-7,99487;-7913,92177
-7,99523;-7911,41316
-7,99679;-7911,92502
-7,99709;-7914,49919
-7,9975;-7917,11807
-7,99774;-7919,70342
-7,99936;-7919,39199
-8,00031;-7922,01459
-8,00067;-7924,51799
-8,00235;-7924,03221
-8,00277;-7926,60564
-8,0036;-7929,29679
-8,0039;-7931,89704
-8,00486;-7929,31467
-8,00534;-7926,79563
-8,00689;-7925,22207
-8,00743;-7927,74558
-8,00809;-7930,26686
-8,0097;-7929,62685
-8,0103;-7932,20177
-8,01078;-7934,77893
-8,01096;-7937,45369
-8,01263;-7937,44028
-8,01335;-7940,07182
-8,01371;-7942,73093
-8,01395;-7945,24252
-8,01424;-7947,7638
-8,01484;-7945,14939
-8,0152;-7942,45526
-8,01532;-7939,87885
-8,01556;-7937,30542
-8,01586;-7934,76403
-8,01741;-7935,98294
-8,01771;-7938,54818
-8,01795;-7941,15439
-8,01843;-7943,67865
-8,02004;-7944,68373
-8,02106;-7947,22885
-8,02148;-7949,75832
-8,02184;-7952,3094
-8,02357;-7953,78163
-8,02441;-7956,29546
-8,02495;-7958,7996
-8,02584;-7956,22095
-8,02638;-7953,68478
-8,02728;-7951,18287
-8,02883;-7953,75854
-8,03009;-7956,27683
-8,03111;-7958,86666
-8,03146;-7961,4155
-8,03182;-7963,97775
-8,03206;-7966,49307
-8,0338;-7965,55132
-8,03457;-7968,11432
-8,03493;-7970,62293
-8,03529;-7973,20232
-8,03607;-7970,66092
-8,03625;-7968,02789
-8,03649;-7965,50885
-8,03696;-7962,96895
-8,03786;-7960,39328
-8,03876;-7962,95255
-8,03912;-7965,47383
-8,04019;-7967,98095
-8,04115;-7970,52979
-8,04169;-7973,04213
-8,04199;-7975,6625
-8,04223;-7978,29404
-8,04264;-7980,8943
-8,04342;-7978,2702
-8,04486;-7980,93677
-8,0451;-7983,52063
-8,04665;-7980,92261
-8,04779;-7978,4207
-8,04946;-7980,63427
-8,05102;-7980,73262
-8,05173;-7983,24943
-8,05209;-7985,86011
-8,05233;-7988,43876
-8,05263;-7991,10308
-8,05299;-7993,61691
-8,05388;-7991,06807
-8,05436;-7988,41938
-8,05508;-7990,9578
-8,05544;-7993,63777
-8,05574;-7996,31253
-8,05598;-7998,92917
-8,05622;-8001,481
-8,05699;-7998,83083
-8,05723;-7996,20226
-8,05747;-7993,66906
-8,05777;-7991,15673
-8,05801;-7988,53934
-8,05962;-7991,07477
-8,0601;-7993,67651
-8,0616;-7993,38445
-8,06238;-7995,95937
-8,06273;-7998,67213
-8,06285;-8001,45492
-8,06303;-8004,0209
-8,06345;-8006,54888
-8,06429;-8003,93671
-8,06465;-8001,37743
-8,06584;-8003,98737
-8,06614;-8006,60923
-8,06638;-8009,28175
-8,06656;-8011,82091
-8,06674;-8014,38466
-8,06746;-8011,7695
-8,0677;-8009,25568
-8,06788;-8006,7493
-8,06817;-8004,22058
-8,06973;-8002,13665
-8,07051;-8004,68773
-8,07087;-8007,30884
-8,07194;-8009,81522
-8,07278;-8012,32755
-8,07314;-8014,86298
-8,07344;-8017,37085
-8,07379;-8019,96887
-8,07475;-8017,43567
-8,07511;-8014,93153
-8,07607;-8017,4908
-8,07643;-8020,19164
-8,07661;-8022,72186
-8,07678;-8025,25803
-8,07708;-8027,78676
-8,07798;-8025,28262
-8,07822;-8022,72186
-8,07846;-8020,1447
-8,07876;-8017,60033
-8,07906;-8015,05744
-8,08049;-8017,64354
-8,08121;-8020,14694
-8,08276;-8020,1149
-8,08342;-8022,64288
-8,08372;-8025,24388
-8,08402;-8027,89032
-8,08432;-8030,4876
-8,08599;-8028,87231
-8,08665;-8031,60071
-8,08689;-8034,27696
-8,08713;-8036,9398
-8,08737;-8039,53111
-8,08767;-8042,05611
-8,08808;-8039,38359
-8,08838;-8036,80494
-8,08862;-8034,23896
-8,08892;-8031,63871
-8,08934;-8029,11818
-8,09089;-8029,56372
-8,09149;-8032,15131
-8,09215;-8034,67259
-8,09382;-8037,07466
-8,09412;-8039,71887
-8,09436;-8042,31316
-8,09472;-8044,99388
-8,0964;-8043,42106
-8,09669;-8045,94457
-8,09711;-8048,63423
-8,09729;-8051,30601
-8,09765;-8053,8258
-8,09873;-8051,27174
-8,09897;-8048,69756
-8,0995;-8046,11742
-8,10004;-8043,58348
-8,10034;-8040,97578
-8,10172;-8043,51121
-8,10219;-8046,1055
-8,10345;-8048,66701
-8,10399;-8051,18531
-8,10423;-8053,73862
-8,10465;-8056,25692
-8,10513;-8058,84227
-8,10602;-8056,33664
-8,10638;-8053,7945
-8,10728;-8056,54451
-8,10752;-8059,22821
-8,1077;-8061,73608
-8,10799;-8064,2648
-8,10817;-8066,96042
-8,10841;-8069,62773
-8,10925;-8066,81812
-8,10937;-8064,22457
-8,10949;-8061,42688
-8,10961;-8058,90858
-8,10979;-8056,35452
-8,11003;-8053,79152
-8,11033;-8051,27546
-8,11128;-8053,79078
-8,11164;-8056,36793
-8,11218;-8058,99128
-8,11266;-8061,57589
-8,11415;-8061,04615
-8,11463;-8063,57265
-8,11493;-8066,07828
-8,11517;-8068,66139
-8,11565;-8071,26239
-8,11732;-8070,33107
-8,11762;-8072,98273
-8,11798;-8075,60757
-8,11816;-8078,3084
-8,11846;-8080,81031
-8,11965;-8078,29648
-8,11983;-8075,54573
-8,12001;-8072,91344
-8,12031;-8070,39365
-8,12115;-8067,87685
-8,12157;-8070,45847
-8,12258;-8072,97304
-8,1242;-8073,11088
-8,12521;-8075,64259
-8,12551;-8078,14747
-8,12575;-8080,66577
-8,12593;-8083,19375
-8,12641;-8085,75824
-8,12749;-8083,23398
-8,12814;-8085,86851
-8,12838;-8088,48962
-8,12868;-8091,15171
-8,12892;-8093,82498
-8,12934;-8096,40139
-8,13006;-8093,71099
-8,13024;-8091,06752
-8,13036;-8088,32273
-8,13048;-8085,79922
-8,13065;-8083,07603
-8,13089;-8080,44076
-8,13215;-8083,00376
-8,13275;-8085,58837
-8,13323;-8088,12454
-8,13406;-8085,62264
-8,13556;-8088,17968
-8,13586;-8090,80601
-8,13616;-8093,32356
-8,13639;-8095,93797
-8,13801;-8094,81964
-8,13843;-8097,32378
-8,13914;-8099,90019
-8,13938;-8102,60475
-8,13962;-8105,24598
-8,13986;-8107,83729
-8,14064;-8105,17445
-8,14076;-8102,49001
-8,141;-8099,86442
-8,1413;-8097,3275
-8,14291;-8098,59633
-8,14447;-8100,50666
-8,14578;-8103,09425
-8,1462;-8105,64533
-8,1465;-8108,34542
-8,14674;-8110,98292
-8,14704;-8113,56157
-8,14764;-8111,02241
-8,14787;-8108,48773
-8,14949;-8111,06935
-8,14979;-8113,70611
-8,14997;-8116,26613
-8,15033;-8118,82839
-8,15128;-8116,15437
-8,1517;-8113,64055
-8,15224;-8111,04253
-8,15385;-8112,58554
-8,15541;-8111,59238
-8,15636;-8114,22691
-8,1566;-8116,83312
-8,15696;-8119,44157
-8,15732;-8121,99712
-8,15894;-8119,98472
-8,15929;-8122,59391
-8,15971;-8125,17479
-8,16001;-8127,71469
-8,16037;-8130,41553
-8,16151;-8127,90915
-8,1621;-8125,35286
-8,1624;-8122,85095
-8,16402;-8123,70926
-8,16509;-8126,22607
-8,16581;-8128,72723
-8,16647;-8131,3096
-8,16677;-8133,83013
-8,16719;-8136,40803
-8,1688;-8134,14305
-8,16976;-8136,68445
-8,17012;-8139,2996
-8,17047;-8141,93487
-8,17071;-8144,46658
-8,17197;-8141,84695
-8,17245;-8139,34207
-8,17328;-8136,75672
-8,1749;-8139,08651
-8,17598;-8141,64877
-8,17699;-8144,14993
-8,17759;-8146,66525
-8,17801;-8149,23644
-8,17825;-8151,86128
-8,17914;-8149,35043
-8,17962;-8146,83512
-8,18034;-8149,45102
-8,1807;-8152,1146
-8,181;-8154,72305
-8,1813;-8157,30765
-8,18166;-8159,83489
-8,18231;-8157,15417
-8,18249;-8154,5718
-8,18273;-8152,04233
-8,18321;-8149,46741
-8,18345;-8146,90068
-8,18482;-8149,50019
-8,18506;-8152,02743
-8,18578;-8154,55467
-8,18716;-8157,12661
-8,18775;-8159,73356
-8,18799;-8162,41652
-8,18859;-8164,98399
-8,18949;-8162,38597
-8,19056;-8164,99218
-8,19098;-8167,53283
-8,19122;-8170,08689
-8,19152;-8172,63722
-8,1926;-8169,92074
-8,19278;-8167,42033
-8,19301;-8164,88862
-8,19325;-8162,25559
-8,19481;-8164,65169
