Extensión;Carga
-15,45732;-29047,24479
-15,4575;-29050,01044
-15,45762;-29052,69563
-15,4578;-29055,3093
-15,45882;-29052,78504
-15,45917;-29050,2578
-15,45971;-29047,68288
-15,46085;-29050,37105
-15,46115;-29052,91915
-15,46139;-29055,55367
-15,46156;-29058,10177
-15,46174;-29060,71544
-15,4621;-29063,2844
-15,46258;-29060,71246
-15,46294;-29058,2031
-15,46354;-29060,7363
-15,46378;-29063,49599
-15,4639;-29066,08582
-15,46408;-29068,61603
-15,4642;-29071,26546
-15,46431;-29073,97151
-15,46444;-29076,57325
-15,46455;-29079,28824
-15,46467;-29081,8125
-15,46485;-29084,38146
-15,46503;-29086,92658
-15,46521;-29089,48958
-15,46611;-29091,98999
-15,46659;-29094,63048
-15,46677;-29097,42594
-15,46695;-29100,12305
-15,46707;-29102,79334
-15,46719;-29105,62754
-15,4673;-29108,34849
-15,46754;-29110,95917
-15,46796;-29113,48641
-15,46886;-29110,78632
-15,46904;-29108,26206
-15,46928;-29105,63648
-15,46946;-29103,0854
-15,46976;-29100,5671
-15,47089;-29103,20163
-15,47113;-29105,73781
-15,47137;-29108,42001
-15,47155;-29111,1201
-15,47179;-29113,73675
-15,47203;-29116,25504
-15,4728;-29118,75546
-15,47316;-29121,38402
-15,47358;-29123,98875
-15,47388;-29126,54579
-15,47412;-29129,15051
-15,47436;-29131,69563
-15,47466;-29134,32121
-15,4749;-29137,12263
-15,47508;-29139,65285
-15,47532;-29142,28141
-15,4755;-29144,80567
-15,47568;-29147,37165
-15,47627;-29149,87803
-15,47663;-29152,53341
-15,47687;-29155,07257
-15,47705;-29157,60279
-15,47717;-29160,26711
-15,47747;-29162,81521
-15,47813;-29165,43782
-15,47831;-29168,14089
-15,47843;-29170,78137
-15,47867;-29173,30265
-15,47896;-29175,80605
-15,47944;-29173,21622
-15,4798;-29170,70389
-15,48076;-29168,20347
-15,48094;-29165,70306
-15,48177;-29168,21837
-15,48201;-29170,73965
-15,48225;-29173,46358
-15,48243;-29176,11599
-15,48297;-29178,73859
-15,48321;-29181,31053
-15,48375;-29183,82883
-15,48405;-29186,35309
-15,48434;-29188,87138
-15,48464;-29191,44034
-15,48482;-29194,06891
-15,485;-29196,84649
-15,48512;-29199,41247
-15,48524;-29202,27647
-15,48536;-29205,04808
-15,48542;-29207,66473
-15,48554;-29210,63602
-15,48566;-29213,54771
-15,48578;-29216,0511
-15,4859;-29218,58132
-15,4862;-29221,23969
-15,48781;-29219,82706
-15,48811;-29222,4735
-15,48835;-29225,21532
-15,48853;-29227,71871
-15,48865;-29230,23999
-15,48877;-29233,253
-15,48883;-29235,83388
-15,48895;-29238,44457
-15,48913;-29241,03141
-15,48967;-29238,52205
-15,48979;-29235,85176
-15,48996;-29233,23214
-15,4902;-29230,62146
-15,49176;-29229,05385
-15,49236;-29231,58407
-15,4926;-29234,2782
-15,49278;-29236,8412
-15,49379;-29239,4191
-15,49397;-29242,01787
-15,49415;-29244,5302
-15,49439;-29247,08724
-15,49481;-29249,64726
-15,49499;-29252,40099
-15,49517;-29255,01466
-15,49529;-29257,6611
-15,49547;-29260,49531
-15,49558;-29263,40103
-15,49564;-29266,39915
-15,49577;-29269,35554
-15,49582;-29271,98708
-15,49594;-29274,56498
-15,49612;-29277,31574
-15,4963;-29279,84595
-15,49714;-29277,28593
-15,49792;-29279,89662
-15,4981;-29282,40895
-15,49828;-29284,94215
-15,4984;-29287,61244
-15,49857;-29290,20822
-15,49869;-29292,70864
-15,49887;-29295,30144
-15,49971;-29292,72056
-15,50019;-29290,14862
-15,50091;-29287,62734
-15,50126;-29285,00772
-15,50234;-29287,51111
-15,5027;-29290,11583
-15,50306;-29292,64307
-15,50324;-29295,17627
-15,50348;-29297,68562
-15,50378;-29300,32313
-15,50449;-29302,82652
-15,50497;-29305,55642
-15,50521;-29308,182
-15,50533;-29310,86719
-15,50545;-29313,36761
-15,50557;-29315,94253
-15,50563;-29318,69626
-15,50575;-29321,59901
-15,50581;-29324,59414
-15,50593;-29327,48497
-15,50605;-29330,495
-15,50611;-29333,18615
-15,50629;-29335,97863
-15,50641;-29338,52971
-15,50659;-29341,10165
-15,50682;-29343,64974
-15,50808;-29341,05098
-15,50886;-29343,70935
-15,50904;-29346,34984
-15,50922;-29349,07079
-15,50934;-29351,93479
-15,50946;-29354,70939
-15,50958;-29357,35285
-15,50975;-29360,14235
-15,50987;-29363,01827
-15,50999;-29365,55147
-15,51017;-29368,32309
-15,51113;-29365,77499
-15,51131;-29363,09576
-15,51143;-29360,38375
-15,51155;-29357,62107
-15,51167;-29354,94184
-15,51179;-29352,2656
-15,51203;-29349,75624
-15,51298;-29352,32222
-15,51316;-29354,9329
-15,51352;-29357,44822
-15,51382;-29359,98142
-15,51406;-29362,56528
-15,51466;-29359,99632
-15,51532;-29362,55932
-15,5155;-29365,25345
-15,51567;-29367,88201
-15,51585;-29370,66555
-15,51597;-29373,23153
-15,51609;-29376,1611
-15,51615;-29378,89099
-15,51627;-29381,40333
-15,51633;-29383,99315
-15,51639;-29386,58595
-15,51651;-29389,09531
-15,51663;-29391,85798
-15,51669;-29394,83821
-15,51681;-29397,77076
-15,51687;-29400,53344
-15,51699;-29403,44214
-15,51711;-29406,02899
-15,51795;-29403,51665
-15,51944;-29406,43728
-15,51956;-29408,95557
-15,51968;-29411,53347
-15,51974;-29414,18588
-15,51986;-29416,84723
-15,51998;-29419,82746
-15,5201;-29422,47093
-15,52016;-29425,07565
-15,52028;-29427,97542
-15,5204;-29430,49967
-15,52058;-29433,02989
-15,52123;-29430,44901
-15,52129;-29427,57308
-15,52141;-29424,82829
-15,52159;-29422,29509
-15,52177;-29419,63971
-15,52201;-29417,04392
-15,52225;-29414,48092
-15,52237;-29411,95071
-15,52255;-29409,42049
-15,52291;-29406,79491
-15,52392;-29409,5397
-15,52411;-29412,06694
-15,52422;-29414,82961
-15,5244;-29417,4552
-15,52494;-29420,00329
-15,52548;-29422,55437
-15,52572;-29425,24254
-15,52596;-29427,86217
-15,5262;-29430,48179
-15,52638;-29433,1789
-15,5265;-29435,70614
-15,52662;-29438,26318
-15,52668;-29440,93943
-15,5268;-29443,77363
-15,52686;-29446,45584
-15,52697;-29449,40031
-15,52709;-29452,34478
-15,52721;-29454,93758
-15,52733;-29457,51846
-15,52751;-29460,18875
-15,52907;-29460,89208
-15,52949;-29463,56237
-15,5296;-29466,44425
-15,52979;-29469,11454
-15,5299;-29471,63582
-15,52996;-29474,77698
-15,53008;-29477,46217
-15,53014;-29480,04603
-15,53026;-29482,8862
-15,53032;-29485,72338
-15,53044;-29488,644
-15,53056;-29491,44244
-15,53068;-29494,17531
-15,53074;-29496,69361
-15,53092;-29499,3639
-15,5317;-29496,77706
-15,53188;-29493,96074
-15,53206;-29491,31727
-15,53218;-29488,80494
-15,53224;-29485,99756
-15,53236;-29483,19018
-15,53247;-29480,50499
-15,53259;-29477,7602
-15,53271;-29475,0303
-15,53277;-29472,44048
-15,53295;-29469,93411
-15,53367;-29472,59545
-15,53391;-29475,13461
-15,53409;-29477,67377
-15,53433;-29480,17418
-15,53457;-29482,68354
-15,53481;-29485,18693
-15,53529;-29487,74099
-15,53618;-29485,19588
-15,53672;-29487,85722
-15,5369;-29490,4381
-15,53702;-29493,09051
-15,53714;-29496,01412
-15,53726;-29499,01521
-15,53732;-29501,85239
-15,53744;-29504,43625
-15,53756;-29507,0231
-15,53768;-29509,60696
-15,5378;-29512,16102
-15,53804;-29514,82534
-15,53828;-29517,32576
-15,53845;-29519,96028
-15,53863;-29522,68124
-15,53959;-29525,22635
-15,53989;-29527,83108
-15,54007;-29530,56991
-15,54019;-29533,29682
-15,54031;-29535,99691
-15,54043;-29538,58972
-15,54049;-29541,49544
-15,54055;-29544,46673
-15,54067;-29547,28007
-15,54073;-29550,05169
-15,54085;-29552,61767
-15,54091;-29555,33564
-15,54097;-29558,23541
-15,54108;-29560,97722
-15,54127;-29563,57598
-15,54162;-29560,84013
-15,5418;-29558,32183
-15,54192;-29555,81546
-15,54204;-29553,11537
-15,54216;-29550,49276
-15,54222;-29547,71817
-15,5424;-29545,02106
-15,54252;-29542,25242
-15,54264;-29539,65962
-15,5427;-29537,05192
-15,54282;-29534,5515
-15,54396;-29537,10854
-15,54425;-29539,65664
-15,54479;-29542,23454
-15,54497;-29544,7737
-15,54509;-29547,3516
-15,54545;-29549,93546
-15,54635;-29547,39332
-15,547;-29549,97718
-15,54718;-29552,73688
-15,5473;-29555,57108
-15,54742;-29558,45296
-15,54754;-29561,18286
-15,54772;-29563,91275
-15,54784;-29566,5592
-15,54802;-29569,14604
-15,54832;-29571,65539
-15,54868;-29574,28992
-15,54933;-29576,92742
-15,54952;-29579,4487
-15,54987;-29581,96402
-15,55017;-29584,59258
-15,55029;-29587,17644
-15,55041;-29589,82885
-15,55053;-29592,3382
-15,55059;-29595,33632
-15,55071;-29597,93508
-15,55077;-29600,49212
-15,55089;-29603,33824
-15,55101;-29606,13966
-15,55107;-29608,97088
-15,55125;-29611,80806
-15,55143;-29614,41278
-15,55262;-29611,87065
-15,55286;-29609,22122
-15,5531;-29606,59862
-15,55346;-29604,06244
-15,5537;-29601,53818
-15,55394;-29599,03479
-15,55478;-29601,54116
-15,55496;-29604,05946
-15,55514;-29606,81617
-15,55531;-29609,36725
-15,55549;-29611,97197
-15,55579;-29614,50219
-15,55675;-29617,14566
-15,55705;-29619,67587
-15,55747;-29622,30146
-15,55777;-29625,1148
-15,55789;-29627,6629
-15,55801;-29630,43749
-15,55806;-29632,99751
-15,55818;-29635,638
-15,5583;-29638,34703
-15,55836;-29640,89215
-15,55854;-29643,62502
-15,55866;-29646,19994
-15,55884;-29648,73314
-15,55962;-29646,02411
-15,5598;-29643,49687
-15,56082;-29646,17908
-15,56093;-29648,77486
-15,56105;-29651,61204
-15,56123;-29654,24359
-15,56135;-29657,17912
-15,56147;-29659,91497
-15,56159;-29662,45115
-15,56165;-29665,24661
-15,56177;-29668,00928
-15,56183;-29670,70639
-15,56195;-29673,25747
-15,56201;-29675,85325
-15,56207;-29678,52056
-15,56219;-29681,41437
-15,56231;-29684,17108
-15,56243;-29686,80263
-15,56279;-29684,07273
-15,56285;-29681,51867
-15,56297;-29678,64275
-15,56303;-29676,05591
-15,56309;-29673,37966
-15,56321;-29670,7958
-15,56333;-29668,1881
-15,56345;-29665,55655
-15,56357;-29662,79685
-15,56369;-29660,05504
-15,5638;-29657,46224
-15,56398;-29654,89328
-15,56452;-29657,47118
-15,56476;-29660,0312
-15,565;-29662,76109
-15,56518;-29665,26151
-15,56536;-29667,91391
-15,5656;-29670,42923
-15,56578;-29673,03693
-15,5659;-29675,67742
-15,56608;-29678,30002
-15,56679;-29675,67742
-15,56769;-29678,18379
-15,56793;-29680,79448
-15,56811;-29683,47967
-15,56823;-29686,33175
-15,56841;-29689,16297
-15,56853;-29691,88094
-15,56871;-29694,40222
-15,56883;-29696,96224
-15,56895;-29699,80836
-15,56913;-29702,32666
-15,56931;-29704,90456
-15,56954;-29707,42881
-15,57092;-29710,00671
-15,5711;-29712,6472
-15,57134;-29715,4367
-15,57146;-29718,13679
-15,57158;-29721,00973
-15,5717;-29723,68002
-15,57182;-29726,51124
-15,57194;-29729,15471
-15,57218;-29731,79519
-15,57337;-29729,17855
-15,57373;-29726,66323
-15,57391;-29724,01083
-15,57409;-29721,3763
-15,57499;-29724,01977
-15,57522;-29726,66025
-15,57564;-29729,23219
-15,57594;-29731,98295
-15,57612;-29734,50124
-15,57636;-29737,09106
-15,57654;-29739,66599
-15,57678;-29742,24985
-15,57833;-29743,28995
-15,57851;-29745,95428
-15,57863;-29748,59774
-15,57875;-29751,34552
-15,57887;-29754,09925
-15,57899;-29756,76656
-15,57911;-29759,60374
-15,57923;-29762,33363
-15,57935;-29765,10823
-15,57941;-29767,94243
-15,57953;-29770,83027
-15,57965;-29773,4201
-15,57989;-29776,06952
-15,58007;-29778,68617
-15,58073;-29776,14403
-15,58138;-29778,73087
-15,58162;-29781,24917
-15,5818;-29783,85091
-15,58198;-29786,55994
-15,58216;-29789,26301
-15,58234;-29792,15682
-15,5824;-29794,67213
-15,58252;-29797,19639
-15,58264;-29799,99185
-15,58276;-29802,77538
-15,58294;-29805,54998
-15,58318;-29808,20835
-15,58378;-29805,53508
-15,58389;-29802,60849
-15,58395;-29799,9233
-15,58401;-29797,16957
-15,58407;-29794,3145
-15,58413;-29791,43858
-15,58425;-29788,54775
-15,58431;-29786,0235
-15,58443;-29783,33235
-15,58533;-29785,92813
-15,58563;-29788,44941
-15,58593;-29790,97068
-15,58605;-29793,48302
-15,58629;-29796,05794
-15,58652;-29798,72227
-15,58676;-29801,32103
-15,58712;-29803,82144
-15,58742;-29801,2197
-15,58766;-29798,70141
-15,58832;-29801,32103
-15,58844;-29803,90787
-15,58862;-29806,70929
-15,58874;-29809,39448
-15,58886;-29811,95748
-15,5891;-29814,68737
-15,58922;-29817,28315
-15,58939;-29819,78953
-15,58951;-29822,5224
-15,58969;-29825,43111
-15,58981;-29828,1759
-15,58987;-29830,79553
-15,58999;-29833,39429
-15,59005;-29836,23445
-15,59023;-29838,90474
-15,59065;-29841,43496
-15,59232;-29842,72242
-15,59256;-29845,46423
-15,59274;-29848,33419
-15,59292;-29851,2429
-15,59304;-29854,15757
-15,59316;-29856,9411
-15,59328;-29859,68292
-15,5934;-29862,22506
-15,59358;-29864,92217
-15,59412;-29862,35619
-15,59418;-29859,78425
-15,5943;-29857,13184
-15,59442;-29854,46453
-15,5946;-29851,70186
-15,59472;-29849,13886
-15,5949;-29846,48347
-15,59609;-29849,13588
-15,59633;-29851,80616
-15,59663;-29854,41387
-15,59687;-29856,96793
-15,59711;-29859,47728
-15,59735;-29862,08498
-15,59788;-29859,57861
-15,59842;-29862,13565
-15,59872;-29864,72547
-15,5989;-29867,32721
-15,59932;-29869,84253
-15,59956;-29872,69163
-15,59968;-29875,23079
-15,5998;-29877,90406
-15,59986;-29880,83959
-15,59998;-29883,47709
-15,60004;-29886,01625
-15,60016;-29888,6925
-15,60022;-29891,77406
-15,60034;-29894,71853
-15,6004;-29897,25471
-15,60058;-29899,88327
-15,6007;-29902,54462
-15,60081;-29905,25961
-15,60165;-29902,61614
-15,60285;-29905,1553
-15,60309;-29908,05805
-15,60321;-29910,81476
-15,60333;-29913,58042
-15,60344;-29916,20302
-15,60351;-29919,15643
-15,60363;-29921,92805
-15,60368;-29924,88444
-15,60374;-29927,50704
-15,60386;-29930,14455
-15,60398;-29932,86848
-15,60416;-29935,39274
-15,60476;-29932,73735
-15,60494;-29930,20415
-15,60512;-29927,58751
-15,60524;-29925,01557
-15,60536;-29922,47343
-15,6056;-29919,88659
-15,60626;-29917,33551
-15,60739;-29919,94917
-15,60757;-29922,71483
-15,60769;-29925,3583
-15,60805;-29927,90937
-15,60871;-29925,37916
-15,60954;-29927,91235
-15,60972;-29930,81808
-15,60984;-29933,43771
-15,61002;-29936,04243
-15,61014;-29938,80808
-15,61026;-29941,63632
-15,61038;-29944,46754
-15,6105;-29947,25704
-15,61062;-29950,10614
-15,61068;-29952,74365
-15,6108;-29955,52421
-15,61092;-29958,08423
-15,61104;-29960,92737
-15,61116;-29963,43076
-15,61146;-29966,00866
-15,61271;-29968,69385
-15,61289;-29971,22407
-15,61307;-29973,79303
-15,61331;-29976,40371
-15,61343;-29979,12467
-15,61355;-29981,96483
-15,61367;-29984,48312
-15,61385;-29987,25772
-15,61403;-29989,83264
-15,61427;-29992,43438
-15,61534;-29989,81476
-15,61552;-29987,30838
-15,6157;-29984,75134
-15,61594;-29982,12576
-15,61618;-29979,57468
-15,61678;-29982,08106
-15,61744;-29984,64108
-15,61774;-29987,14149
-15,61929;-29987,68389
-15,61959;-29990,24987
-15,61977;-29992,82479
-15,62001;-29995,5219
-15,62019;-29998,26372
-15,62031;-30001,21117
-15,62043;-30003,94106
-15,6206;-30006,73354
-15,62072;-30009,51111
-15,62084;-30012,22312
-15,62096;-30014,9411
-15,62108;-30017,44151
-15,6212;-30020,08796
-15,62132;-30022,61519
-15,62288;-30023,32151
-15,62336;-30025,97094
-15,62353;-30028,73957
-15,62365;-30031,42774
-15,62371;-30033,99968
-15,62383;-30036,89051
-15,62395;-30039,79027
-15,62407;-30042,6662
-15,62419;-30045,61961
-15,62425;-30048,12598
-15,62449;-30050,69196
-15,62479;-30053,24304
-15,62503;-30055,88651
-15,62563;-30053,24006
-15,627;-30050,59063
-15,6276;-30048,07234
-15,62802;-30050,70388
-15,62826;-30053,29669
-15,62844;-30055,89545
-15,62957;-30058,4048
-15,62981;-30060,94396
-15,63005;-30063,63809
-15,63023;-30066,29646
-15,63041;-30068,83562
-15,63077;-30071,38371
-15,63107;-30073,92287
-15,63125;-30076,53952
-15,63143;-30079,22769
-15,63155;-30081,94268
-15,63167;-30084,62489
-15,63178;-30087,14318
-15,63191;-30089,6883
-15,63209;-30092,2066
-15,63268;-30089,6734
-15,63286;-30087,17
-15,63316;-30084,64575
-15,63382;-30087,36968
-15,63394;-30090,20686
-15,63406;-30092,96656
-15,6343;-30095,55042
-15,63448;-30098,16408
-15,63466;-30100,83735
-15,63477;-30103,39737
-15,63489;-30106,26435
-15,63495;-30108,81245
-15,63507;-30111,45294
-15,63519;-30114,0815
-15,63525;-30116,67132
-15,63537;-30119,40122
-15,63603;-30116,87696
-15,63633;-30114,25436
-15,63657;-30111,69732
-15,63681;-30109,09259
-15,63812;-30111,64367
-15,63848;-30114,15601
-15,63866;-30116,77861
-15,63884;-30119,34757
-15,63974;-30121,88673
-15,64004;-30124,43781
-15,64034;-30127,02465
-15,64063;-30129,54593
-15,64111;-30132,07018
-15,64123;-30134,67491
-15,64141;-30137,38096
-15,64153;-30140,14065
-15,64171;-30142,74538
-15,64183;-30145,26963
-15,64201;-30147,86243
-15,64362;-30147,09353
-15,64386;-30149,65951
-15,64416;-30152,26722
-15,64434;-30154,8779
-15,64446;-30157,3813
-15,64464;-30160,34067
-15,6447;-30162,94837
-15,64482;-30165,84218
-15,64494;-30168,72108
-15,64506;-30171,57018
-15,64518;-30174,36266
-15,6453;-30177,1313
-15,64542;-30179,75688
-15,64566;-30182,28114
-15,64596;-30179,73602
-15,64607;-30177,22964
-15,64619;-30174,38352
-15,64631;-30171,66853
-15,64638;-30169,13831
-15,64655;-30166,30411
-15,64667;-30163,51461
-15,64673;-30160,95459
-15,64691;-30158,35583
-15,64721;-30155,67362
-15,64781;-30158,18
-15,64805;-30160,84433
-15,64817;-30163,69939
-15,64829;-30166,51869
-15,64841;-30169,33501
-15,64859;-30172,02616
-15,64877;-30174,57426
-15,64889;-30177,19686
-15,64906;-30180,03702
-15,64918;-30182,74307
-15,64942;-30185,30011
-15,6496;-30187,98232
-15,64978;-30190,54234
-15,6499;-30193,04872
-15,65002;-30195,79053
-15,65014;-30198,34161
-15,65038;-30200,87183
-15,65098;-30198,35651
-15,6514;-30200,94633
-15,65163;-30203,59874
-15,65194;-30206,15876
-15,65217;-30208,71282
-15,65241;-30211,34138
-15,65265;-30213,92226
-15,65427;-30215,29019
-15,65457;-30217,88299
-15,65474;-30220,40427
-15,65487;-30223,13714
-15,65498;-30225,98922
-15,6551;-30228,95455
-15,65516;-30231,49669
-15,65528;-30234,09843
-15,65534;-30237,05482
-15,6554;-30239,92479
-15,65546;-30242,53845
-15,65558;-30245,32497
-15,6557;-30248,04294
-15,65648;-30245,33391
-15,65666;-30242,59508
-15,65678;-30239,94863
-15,65696;-30237,22172
-15,65708;-30234,60209
-15,6572;-30232,00929
-15,65732;-30229,45821
-15,6575;-30226,93992
-15,65833;-30229,71153
-15,65857;-30232,31626
-15,65875;-30234,95376
-15,65899;-30237,46014
-15,65917;-30239,97247
-15,65935;-30242,52355
-15,65953;-30245,10145
-15,65983;-30247,78664
-15,66001;-30250,39434
-15,66025;-30252,93648
-15,6615;-30255,44584
-15,66168;-30258,07142
-15,66192;-30260,58078
-15,66204;-30263,30769
-15,66222;-30265,86175
-15,6624;-30268,49329
-15,66258;-30271,26789
-15,6627;-30273,86367
-15,66282;-30276,43859
-15,663;-30279,0761
-15,66306;-30281,70466
-15,66324;-30284,21998
-15,66461;-30281,71659
-15,66503;-30284,41072
-15,66521;-30286,98862
-15,66533;-30289,64102
-15,66545;-30292,3739
-15,66563;-30295,05014
-15,66575;-30297,67573
-15,66593;-30300,44734
-15,6661;-30303,17128
-15,66635;-30305,71043
-15,66646;-30308,29728
-15,66664;-30310,81855
-15,66706;-30308,13634
-15,66712;-30305,43327
-15,66724;-30302,84941
-15,66736;-30300,28939
-15,66766;-30297,73533
-15,66832;-30295,22002
-15,66939;-30297,83666
-15,66963;-30300,57847
-15,66987;-30303,14147
-15,67011;-30305,91905
-15,67023;-30308,74729
-15,67041;-30311,26261
-15,67053;-30313,96866
-15,67113;-30316,51676
-15,67137;-30319,14532
-15,6716;-30321,81561
-15,67196;-30324,37563
-15,67268;-30326,88498
-15,67286;-30329,70726
-15,67304;-30332,47292
-15,67316;-30335,40249
-15,67328;-30338,00125
-15,6734;-30340,88016
-15,67352;-30343,57727
-15,6737;-30346,19093
-15,674;-30348,76287
-15,67418;-30351,33481
-15,67489;-30353,90079
-15,67513;-30356,50253
-15,67531;-30359,17878
-15,67549;-30361,74178
-15,67585;-30364,2571
-15,67639;-30366,79327
-15,67663;-30369,51125
-15,67681;-30372,1875
-15,67705;-30374,69089
-15,67806;-30372,07127
-15,67824;-30369,56191
-15,67884;-30367,00189
-15,68028;-30369,51423
-15,68057;-30372,14279
-15,68075;-30374,82202
-15,68093;-30377,4029
-15,68117;-30379,99868
-15,68267;-30379,41158
-15,68285;-30381,93285
-15,68303;-30384,51076
-15,68315;-30387,13336
-15,68326;-30389,64868
-15,68344;-30392,45307
-15,68356;-30395,10548
-15,68362;-30397,70126
-15,68374;-30400,20168
-15,68386;-30402,98223
-15,68392;-30405,56014
-15,68404;-30408,08141
-15,68416;-30410,75468
-15,68434;-30413,38623
-15,68458;-30416,00883
-15,68506;-30418,53607
-15,68554;-30421,09907
-15,68584;-30423,6263
-15,68614;-30426,22805
-15,68631;-30428,9937
-15,68643;-30431,87261
-15,68655;-30434,45945
-15,68661;-30437,19828
-15,68685;-30439,79704
-15,68811;-30437,13868
-15,68829;-30434,6025
-15,68841;-30432,02758
-15,68853;-30429,36325
-15,68877;-30426,77045
-15,69014;-30429,4914
-15,69032;-30432,15871
-15,69062;-30434,79025
-15,69086;-30437,36815
-15,69116;-30439,98182
-15,69253;-30442,57164
-15,69295;-30445,16146
-15,69313;-30447,89433
-15,69325;-30450,51396
-15,69355;-30453,13656
-15,69373;-30455,73235
-15,69397;-30458,37879
-15,69409;-30461,21299
-15,69427;-30464,00547
-15,69444;-30466,54761
-15,69457;-30469,34605
-15,69469;-30471,86136
-15,69486;-30474,53463
-15,69516;-30477,15425
-15,6954;-30479,66957
-15,6957;-30482,17595
-15,69594;-30484,74789
-15,69618;-30487,31983
-15,69642;-30489,88283
-15,69672;-30492,40708
-15,69702;-30495,05055
-15,69737;-30497,55096
-15,69755;-30500,3643
-15,69767;-30503,05545
-15,69779;-30505,80621
-15,69803;-30508,40795
-15,69851;-30510,94413
-15,69899;-30508,38411
-15,69929;-30505,85091
-15,70001;-30503,06737
-15,70013;-30500,46861
-15,7003;-30497,86389
-15,7015;-30500,50735
-15,70192;-30503,04353
-15,7024;-30505,61547
-15,70288;-30508,24106
-15,70311;-30510,76233
-15,70347;-30513,36706
-15,70383;-30515,89727
-15,70407;-30518,43941
-15,70419;-30521,03221
-15,70431;-30523,61608
-15,70449;-30526,53372
-15,70455;-30529,15633
-15,70467;-30531,92794
-15,70479;-30534,42836
-15,70491;-30537,39071
-15,70503;-30540,30538
-15,70515;-30542,92798
-15,70527;-30545,53568
-15,70533;-30548,28346
-15,70557;-30550,82858
-15,70605;-30553,37369
-15,70742;-30555,89795
-15,7076;-30558,45201
-15,70772;-30561,42926
-15,70784;-30563,96842
-15,70796;-30566,57016
-15,70808;-30569,16595
-15,70814;-30571,72596
-15,70826;-30574,45586
-15,70838;-30576,96819
-15,70891;-30574,26214
-15,70903;-30571,75577
-15,70921;-30569,0527
-15,70951;-30566,51652
-15,71035;-30563,9714
-15,71065;-30561,30409
-15,71184;-30563,81047
-15,71202;-30566,5046
-15,7122;-30569,0825
-15,7131;-30571,77067
-15,71328;-30574,43798
-15,71346;-30577,07846
-15,71394;-30579,63252
-15,71429;-30582,23128
-15,71441;-30585,05356
-15,71454;-30587,60166
-15,71465;-30590,41202
-15,71477;-30593,17768
-15,71489;-30595,97611
-15,71501;-30598,8431
-15,71513;-30601,57001
-15,71525;-30604,49958
-15,71537;-30607,23245
-15,71555;-30609,92956
-15,71639;-30607,41127
-15,71711;-30610,17394
-15,71728;-30612,73694
-15,71752;-30615,25524
-15,7177;-30617,90764
-15,71776;-30620,44084
-15,71788;-30623,17371
-15,71806;-30625,93043
-15,71824;-30628,57985
-15,71926;-30631,11603
-15,71962;-30633,68797
-15,72123;-30632,17998
-15,72171;-30634,68039
-15,72225;-30637,27021
-15,72261;-30639,87195
-15,72291;-30642,42303
-15,72428;-30645,00391
-15,72452;-30647,60864
-15,72464;-30650,23124
-15,72476;-30653,26214
-15,72488;-30656,15296
-15,72494;-30658,74279
-15,72506;-30661,67831
-15,72518;-30664,22939
-15,7253;-30667,1083
-15,72536;-30669,63553
-15,72554;-30672,50252
-15,72566;-30675,12214
-15,72583;-30677,67322
-15,72739;-30675,23837
-15,72805;-30677,97124
-15,72823;-30680,85313
-15,72835;-30683,37739
-15,72852;-30686,04171
-15,72864;-30688,54809
-15,7287;-30691,31374
-15,72882;-30694,06748
-15,72894;-30697,04473
-15,72906;-30699,95046
-15,72918;-30702,68929
-15,7293;-30705,20759
-15,72948;-30707,71694
-15,73044;-30705,06454
-15,73056;-30702,43597
-15,73068;-30699,62561
-15,7308;-30696,96128
-15,73098;-30694,27013
-15,7311;-30691,70713
-15,73122;-30689,16798
-15,73199;-30691,8323
-15,73217;-30694,54432
-15,73241;-30697,07453
-15,73271;-30699,70608
-15,73295;-30702,29888
-15,73319;-30704,93937
-15,73403;-30702,43001
-15,73444;-30705,02877
-15,73462;-30707,71694
-15,7348;-30710,42597
-15,73498;-30712,94725
-15,7351;-30715,59072
-15,73522;-30718,14477
-15,7354;-30721,06242
-15,73552;-30723,96517
-15,73564;-30726,70102
-15,7357;-30729,26104
-15,73576;-30731,8598
-15,73588;-30734,39598
-15,73594;-30737,41496
-15,73606;-30740,35943
-15,73618;-30743,25323
-15,7363;-30746,00101
-15,73719;-30743,40224
-15,73785;-30740,89587
-15,73851;-30743,51549
-15,73869;-30746,23048
-15,73881;-30749,19581
-15,73893;-30751,94955
-15,73905;-30754,59898
-15,73917;-30757,34973
-15,73923;-30760,11539
-15,73935;-30762,67242
-15,73947;-30765,39636
-15,73959;-30768,0577
-15,73977;-30770,67733
-15,74042;-30768,08751
-15,7406;-30765,36655
-15,74072;-30762,62772
-15,74084;-30760,0826
-15,74096;-30757,52556
-15,7412;-30754,98939
-15,74138;-30752,35784
-15,74162;-30749,70841
-15,7421;-30747,1782
-15,74288;-30749,8455
-15,74305;-30752,49493
-15,74323;-30755,20694
-15,74335;-30758,04114
-15,74347;-30760,93793
-15,74359;-30763,50391
-15,74383;-30766,11161
-15,74419;-30768,67163
-15,74449;-30771,40152
-15,74461;-30774,03605
-15,74497;-30776,58713
-15,74521;-30779,33192
-15,74533;-30781,93367
-15,74545;-30784,55925
-15,74562;-30787,32491
-15,74574;-30789,873
-15,74581;-30792,75489
-15,74592;-30795,60101
-15,74598;-30798,14613
-15,7461;-30800,70317
-15,74622;-30803,3675
-15,74628;-30806,10335
-15,7464;-30808,97033
-15,74652;-30811,73897
-15,74718;-30814,24832
